"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"Cisco_30:1d:00","EmersonN_02:52:43","1","66","1","66","0","0","183.758587000","0.0000","N/A","N/A"
"Cisco_30:1d:00","EmersonN_09:5e:ad","1","66","1","66","0","0","183.797763000","0.0000","N/A","N/A"
"Cisco_70:56:80","EmersonN_02:df:b8","1","64","0","0","1","64","183.858341000","0.0000","N/A","N/A"
"Broadcom_2b:b2:6f","Broadcast","1","550","1","550","0","0","194.704991000","0.0000","N/A","N/A"
"Oracle_5a:14:5f","Vmware_a0:24:89","1","70","0","0","1","70","196.687603000","0.0000","N/A","N/A"
"IntelCor_6f:5c:61","Broadcast","1","64","1","64","0","0","197.054444000","0.0000","N/A","N/A"
"Broadcom_2b:b2:6f","Cisco_30:1d:00","1","66","0","0","1","66","201.424147000","0.0000","N/A","N/A"
"Broadcom_28:1f:26","Broadcast","1","64","1","64","0","0","203.380177000","0.0000","N/A","N/A"
"Dell_fa:71:8b","Broadcast","1","64","1","64","0","0","215.846213000","0.0000","N/A","N/A"
"Apple_e7:29:f2","IPv4mcast_fb","1","117","1","117","0","0","223.182276000","0.0000","N/A","N/A"
"Vmware_a0:64:39","IPv4mcast_fb","1","90","1","90","0","0","223.453108000","0.0000","N/A","N/A"
"NortelNe_2f:4c:00","Vmware_9b:54:c0","1","64","0","0","1","64","233.990202000","0.0000","N/A","N/A"
"41.177.241.46","151.77.15.210","46685","37849562","28372","35013745","18313","2835817","0.000000000","232.8523","1202951.37","97428.88"
"41.177.18.41","210.218.218.164","95","6254","95","6254","0","0","0.000236000","234.1161","213.71","N/A"
"244.3.153.30","244.3.176.224","46452","34019200","18173","1392547","28279","32626653","0.001961000","216.6563","51419.58","1204733.95"
"41.177.26.91","68.157.168.194","9570","8645136","5664","8315499","3906","329637","0.012384000","233.8482","284475.11","11276.96"
"117.246.95.43","244.3.160.239","2054","723176","960","542017","1094","181159","0.012954000","221.0782","19613.58","6555.47"
"41.177.3.224","41.177.117.184","20988","9008756","11188","4786013","9800","4222743","0.013152000","234.2572","163444.72","144208.77"
"241.82.197.204","244.3.210.197","125","112828","38","8051","87","104777","0.015296000","48.0773","1339.68","17434.77"
"41.177.3.224","41.177.143.72","5610","5341801","3244","4139418","2366","1202383","0.015751000","234.3549","141304.27","41044.87"
"41.177.26.192","210.218.218.164","174","11484","174","11484","0","0","0.017291000","233.7245","393.08","N/A"
"41.177.98.68","41.177.98.160","1312","83968","656","41984","656","41984","0.018437000","234.2899","1433.57","1433.57"
"41.177.26.176","77.197.128.31","423","257883","251","240836","172","17047","0.018681000","76.1456","25302.69","1790.99"
"41.177.26.176","77.197.210.181","370","231091","221","215881","149","15210","0.019023000","67.7281","25499.74","1796.60"
"41.106.176.15","41.177.241.46","10003","1839989","3895","570547","6108","1269442","0.019084000","234.4537","19468.13","43315.74"
"244.3.153.55","244.3.176.118","2351","254190","1342","145750","1009","108440","0.019254000","234.4460","4973.43","3700.30"
"41.177.26.176","77.197.210.67","741","461059","449","431709","292","29350","0.023178000","68.6939","50276.24","3418.06"
"16.176.93.164","244.3.160.239","2357","1454246","936","159307","1421","1294939","0.027910000","234.4380","5436.22","44188.71"
"41.177.26.15","77.197.128.106","520","499004","348","487086","172","11918","0.034206000","4.9422","788456.89","19291.93"
"242.77.209.197","244.3.210.197","211","158391","91","23259","120","135132","0.037273000","6.3134","29472.46","171231.47"
"244.3.155.77","244.3.160.239","2323","715328","1176","243324","1147","472004","0.038220000","88.1087","22093.07","42856.51"
"128.71.90.164","244.3.160.239","2084","1331655","1135","1185096","949","146559","0.038675000","196.4123","48269.74","5969.44"
"41.177.26.176","77.197.210.186","520","312700","314","292010","206","20690","0.038887000","67.8563","34426.86","2439.27"
"41.177.3.47","41.177.3.91","478","47142","478","47142","0","0","0.043145000","234.3188","1609.50","N/A"
"41.177.241.46","151.77.15.152","9252","7790799","3285","808978","5967","6981821","0.043991000","222.7106","29059.34","250794.38"
"244.3.153.25","244.3.160.80","9084","7027221","5851","6470895","3233","556326","0.044223000","221.3634","233855.96","20105.43"
"41.177.31.164","210.218.218.197","16","1216","16","1216","0","0","0.044456000","206.8470","47.03","N/A"
"41.177.3.164","210.218.218.164","190","12504","190","12504","0","0","0.048225000","234.1001","427.30","N/A"
"41.177.241.46","244.3.39.224","587","202705","253","127519","334","75186","0.051774000","223.7001","4560.35","2688.81"
"85.241.98.37","244.3.160.239","902","494884","465","422403","437","72481","0.056242000","156.0216","21658.69","3716.46"
"41.177.26.176","77.197.210.123","617","388523","374","363486","243","25037","0.058846000","67.8569","42853.25","2951.74"
"41.177.241.46","244.3.64.188","1870","374498","98","25030","1772","349468","0.060078000","234.0024","855.72","11947.50"
"41.177.230.130","244.3.153.197","1634","168690","0","0","1634","168690","0.060536000","234.0021","N/A","5767.13"
"41.177.98.57","41.177.202.202","9156","1618012","4578","418987","4578","1199025","0.061904000","234.3422","14303.42","40932.45"
"41.177.98.127","194.224.157.64","49","26308","30","24810","19","1498","0.065270000","39.1030","5075.82","306.47"
"41.177.223.45","244.3.160.239","1640","834822","670","82951","970","751871","0.069348000","17.8595","37157.14","336793.69"
"41.177.230.117","244.3.153.116","982","223969","0","0","982","223969","0.075024000","233.6263","N/A","7669.31"
"246.142.244.80","246.142.244.177","264","16896","132","8448","132","8448","0.076160000","233.9234","288.92","288.92"
"41.177.98.127","122.244.155.71","262","110391","118","96337","144","14054","0.092827000","228.4511","3373.57","492.15"
"41.177.3.224","41.177.143.106","10009","9756497","5894","7500724","4115","2255773","0.097684000","200.6062","299122.30","89958.25"
"41.177.255.215","210.218.218.160","1264","80896","1264","80896","0","0","0.103753000","234.3156","2761.95","N/A"
"41.177.230.91","41.177.230.209","952","93296","0","0","952","93296","0.109419000","234.2764","N/A","3185.84"
"41.177.106.209","210.218.218.164","188","12376","188","12376","0","0","0.112239000","232.0961","426.58","N/A"
"41.177.31.192","210.218.218.164","172","11352","172","11352","0","0","0.113257000","232.7326","390.22","N/A"
"210.218.218.164","244.3.164.192","87","5742","0","0","87","5742","0.113314000","232.4604","N/A","197.61"
"41.177.224.111","244.3.41.84","4","2084","2","148","2","1936","0.126530000","0.0243","48802.61","638390.83"
"41.177.26.209","41.177.98.98","348","47092","0","0","348","47092","0.138510000","232.2686","N/A","1621.98"
"41.177.26.176","141.231.176.176","4","280","2","140","2","140","0.144332000","13.5435","82.70","82.70"
"41.177.98.127","244.41.38.43","8","745","5","407","3","338","0.157267000","1.0639","3060.52","2541.66"
"41.177.98.220","244.3.93.224","4","525","1","174","3","351","0.163879000","11.3748","N/A","246.86"
"210.218.218.164","244.3.61.68","192","12636","0","0","192","12636","0.176554000","233.9878","N/A","432.02"
"244.3.160.89","244.3.160.204","2835","449241","1507","360511","1328","88730","0.191314000","234.2594","12311.51","3030.14"
"244.3.160.204","244.3.160.254","2746","175744","1506","96384","1240","79360","0.192877000","234.2110","3292.21","2710.72"
"244.3.160.204","244.3.160.239","1888","120832","1062","67968","826","52864","0.194458000","234.2449","2321.26","1805.43"
"176.41.89.121","244.3.160.239","2187","1910012","1384","1850320","803","59692","0.196116000","234.0957","63232.95","2039.92"
"210.218.218.160","246.142.244.157","656","41984","0","0","656","41984","0.196968000","234.1926","N/A","1434.17"
"41.177.98.3","41.177.98.160","1310","83840","655","41920","655","41920","0.197011000","233.9233","1433.63","1433.63"
"246.142.244.122","246.142.244.157","656","41984","656","41984","0","0","0.197035000","234.1926","1434.17","N/A"
"246.142.244.48","246.142.244.157","656","41984","656","41984","0","0","0.197039000","234.1926","1434.17","N/A"
"41.177.98.43","246.142.244.157","653","41792","653","41792","0","0","0.197107000","234.1926","1427.61","N/A"
"246.142.244.41","246.142.244.157","656","41984","656","41984","0","0","0.197111000","234.1927","1434.17","N/A"
"246.142.244.157","246.142.244.198","656","41984","0","0","656","41984","0.197115000","234.1927","N/A","1434.17"
"246.142.244.80","246.142.244.157","656","41984","656","41984","0","0","0.197119000","234.1927","1434.17","N/A"
"41.177.98.142","246.142.244.157","656","41984","656","41984","0","0","0.197142000","234.1926","1434.17","N/A"
"246.142.244.31","246.142.244.157","1312","83968","1312","83968","0","0","0.197174000","234.1928","2868.34","N/A"
"246.142.244.98","246.142.244.157","1312","83968","1312","83968","0","0","0.197217000","234.1926","2868.34","N/A"
"246.142.244.108","246.142.244.157","656","41984","656","41984","0","0","0.197225000","234.1926","1434.17","N/A"
"246.142.244.72","246.142.244.157","656","41984","656","41984","0","0","0.197229000","234.1926","1434.17","N/A"
"246.142.244.64","246.142.244.157","656","41984","656","41984","0","0","0.197233000","234.1926","1434.17","N/A"
"246.142.244.157","246.142.244.176","656","41984","0","0","656","41984","0.197242000","234.1926","N/A","1434.17"
"41.177.40.117","244.3.160.239","2006","1900576","613","49676","1393","1850900","0.198820000","233.9969","1698.35","63279.48"
"41.177.98.176","151.77.135.33","678","566108","405","511744","273","54364","0.213561000","188.8502","21678.30","2302.95"
"41.177.255.46","210.218.218.160","1264","80896","1264","80896","0","0","0.213732000","234.1147","2764.32","N/A"
"41.177.98.108","41.177.98.160","1312","83968","656","41984","656","41984","0.216290000","234.0535","1435.02","1435.02"
"41.177.98.15","41.177.98.160","1308","83712","654","41856","654","41856","0.218453000","233.9399","1431.34","1431.34"
"41.177.98.143","186.45.149.67","3","298","1","140","2","158","0.222554000","0.1474","N/A","8573.04"
"18.181.151.91","41.177.98.176","189","118017","84","9947","105","108070","0.224163000","113.5114","701.04","7616.50"
"41.177.26.3","41.177.26.160","1312","83968","656","41984","656","41984","0.226976000","233.8029","1436.56","1436.56"
"246.142.202.202","246.142.202.211","2726","1748676","2351","1696578","375","52098","0.228823000","234.0064","58001.09","1781.08"
"41.177.26.176","77.197.210.198","815","499763","491","467143","324","32620","0.229876000","67.2518","55569.47","3880.34"
"145.95.41.251","145.95.48.57","4","408","0","0","4","408","0.243343000","177.7342","N/A","18.36"
"41.177.244.164","210.218.218.164","95","6252","95","6252","0","0","0.256251000","232.8480","214.80","N/A"
"41.177.26.108","41.177.26.160","1312","83968","656","41984","656","41984","0.266240000","234.1734","1434.29","1434.29"
"41.177.31.94","244.3.47.39","234","23868","156","14664","78","9204","0.269200000","231.2613","507.27","318.39"
"41.177.241.46","151.77.15.155","3173","1373400","1576","877096","1597","496304","0.273936000","229.3894","30588.89","17308.70"
"244.3.153.209","244.3.202.202","24","3428","12","1169","12","2259","0.274278000","193.4013","48.36","93.44"
"41.177.98.31","244.157.156.98","8","752","4","376","4","376","0.279097000","183.0052","16.44","16.44"
"244.3.31.67","244.3.41.84","1245","485709","582","208217","663","277492","0.283521000","231.9384","7181.80","9571.23"
"210.218.218.164","244.3.40.192","172","11352","0","0","172","11352","0.289247000","231.5086","N/A","392.28"
"41.177.26.176","77.197.210.128","751","468407","451","438149","300","30258","0.299065000","67.9971","51549.15","3559.92"
"41.177.241.108","244.3.93.198","443","39132","222","24988","221","14144","0.305426000","233.3106","856.81","484.98"
"15.186.110.142","41.177.26.176","1827","843252","892","96755","935","746497","0.324346000","233.2206","3318.92","25606.55"
"41.177.241.164","210.218.218.164","192","12636","192","12636","0","0","0.336252000","234.0521","431.90","N/A"
"41.177.26.176","77.197.210.160","94","63033","59","59530","35","3503","0.339741000","3.8833","122639.10","7216.61"
"244.3.31.117","244.3.153.34","246","95314","120","79873","126","15441","0.347734000","123.5587","5171.50","999.75"
"41.177.143.186","210.218.218.164","344","22704","344","22704","0","0","0.353243000","233.7887","776.91","N/A"
"210.218.218.160","246.142.244.3","1310","83840","0","0","1310","83840","0.366988000","233.7528","N/A","2869.36"
"41.177.98.142","246.142.244.3","655","41920","655","41920","0","0","0.367064000","233.7528","1434.68","N/A"
"246.142.244.3","246.142.244.77","655","41920","0","0","655","41920","0.367068000","233.7528","N/A","1434.68"
"41.177.98.43","246.142.244.3","652","41728","652","41728","0","0","0.367073000","233.7528","1428.11","N/A"
"246.142.244.3","246.142.244.205","261","16704","0","0","261","16704","0.367083000","233.7528","N/A","571.68"
"41.177.26.211","244.3.160.248","77","16015","39","11899","38","4116","0.370817000","223.2294","426.43","147.51"
"40.193.220.98","41.177.241.46","99060","22621606","49745","10942176","49315","11679430","0.371893000","234.1081","373918.79","399112.42"
"41.177.202.249","244.3.153.13","96242","15827879","47877","8062666","48365","7765213","0.372072000","234.1057","275522.30","265357.56"
"41.177.46.130","91.91.91.91","94","9588","94","9588","0","0","0.375519000","230.0065","333.49","N/A"
"41.177.202.116","210.218.218.57","224","14336","224","14336","0","0","0.379312000","233.6176","490.92","N/A"
"41.177.31.41","210.218.218.164","192","12636","192","12636","0","0","0.384277000","232.9921","433.87","N/A"
"41.177.98.176","41.177.194.186","166","126337","104","113437","62","12900","0.390268000","75.1396","12077.46","1373.44"
"244.3.31.251","244.3.153.209","54","5832","0","0","54","5832","0.390640000","202.2485","N/A","230.69"
"210.218.218.164","244.3.210.164","192","12636","0","0","192","12636","0.400223000","231.3601","N/A","436.93"
"244.3.160.239","244.3.181.123","4735","3007600","2846","2711342","1889","296258","0.427691000","141.0698","153758.89","16800.65"
"40.138.160.255","244.3.160.239","4398","3760137","1708","145686","2690","3614451","0.432910000","221.6956","5257.15","130429.32"
"41.177.213.223","244.3.41.184","24402","17346484","10315","2266766","14087","15079718","0.433207000","234.0355","77484.52","515467.74"
"253.37.253.43","253.160.108.141","39","2496","39","2496","0","0","0.433607000","230.0091","86.81","N/A"
"68.67.164.34","244.3.210.197","58","37919","30","10103","28","27816","0.444800000","68.0301","1188.06","3271.02"
"145.95.43.164","210.218.218.164","96","6318","96","6318","0","0","0.448280000","233.2480","216.70","N/A"
"41.177.244.177","244.3.210.254","1350","297107","662","46418","688","250689","0.460614000","233.3884","1591.10","8593.02"
"41.177.244.185","244.3.210.254","1129","252394","552","38976","577","213418","0.470995000","233.4103","1335.88","7314.77"
"244.3.41.41","244.3.41.184","468","38376","234","19188","234","19188","0.486332000","233.9734","656.07","656.07"
"253.37.253.160","253.37.253.164","468","38376","234","19188","234","19188","0.486383000","233.9734","656.07","656.07"
"210.218.218.164","244.3.141.201","190","12504","0","0","190","12504","0.496230000","232.1921","N/A","430.82"
"41.177.26.176","68.157.168.111","288","102796","144","89801","144","12995","0.498135000","198.7035","3615.48","523.19"
"41.177.93.176","244.3.41.84","84","31866","45","3726","39","28140","0.504793000","226.7087","131.48","992.99"
"41.177.204.209","210.218.218.197","16","1216","16","1216","0","0","0.512393000","207.4861","46.89","N/A"
"210.218.218.164","244.3.251.51","96","6318","0","0","96","6318","0.528232000","233.3281","N/A","216.62"
"210.218.218.164","244.3.47.186","174","11484","0","0","174","11484","0.533292000","232.0885","N/A","395.85"
"41.177.98.192","210.218.218.164","172","11352","172","11352","0","0","0.533362000","233.1445","389.53","N/A"
"210.218.218.164","244.3.160.41","285","18756","0","0","285","18756","0.544256000","231.8242","N/A","647.25"
"41.177.26.176","77.197.210.122","518","321002","309","300071","209","20931","0.554750000","70.0412","34273.66","2390.71"
"41.177.202.164","210.218.218.164","95","6252","95","6252","0","0","0.560219000","232.7681","214.87","N/A"
"210.218.218.197","244.3.39.186","16","1216","0","0","16","1216","0.585333000","208.1686","N/A","46.73"
"210.218.218.57","253.244.230.156","702","44928","0","0","702","44928","0.601083000","233.0079","N/A","1542.54"
"253.37.253.43","253.213.108.81","52","53430","52","53430","0","0","0.621005000","233.3997","1831.37","N/A"
"41.177.204.209","210.218.218.164","192","12624","192","12624","0","0","0.624225000","233.3482","432.80","N/A"
"41.177.98.220","244.3.185.64","3","391","1","134","2","257","0.636978000","0.2022","N/A","10169.01"
"246.142.244.77","246.142.244.194","260","16640","130","8320","130","8320","0.658496000","232.0997","286.77","286.77"
"41.177.241.254","244.3.93.198","484","34682","242","18802","242","15880","0.663992000","233.1708","645.09","544.84"
"41.177.98.43","41.177.202.202","350","48300","175","17640","175","30660","0.667353000","231.0534","610.77","1061.57"
"41.177.26.155","41.177.98.43","706","198448","322","101050","384","97398","0.669606000","231.0727","3498.47","3372.03"
"210.218.218.164","244.3.160.186","258","17028","0","0","258","17028","0.677399000","231.6565","N/A","588.04"
"41.177.98.127","254.210.244.164","37","3130","19","1511","18","1619","0.689828000","44.4678","271.84","291.27"
"176.41.89.210","244.3.160.239","2300","2027573","1463","1974005","837","53568","0.706013000","233.0057","67775.33","1839.20"
"68.33.164.161","244.3.160.239","2319","2051481","856","59920","1463","1991561","0.707266000","233.0317","2057.06","68370.48"
"246.142.244.108","246.142.244.177","260","16640","130","8320","130","8320","0.736259000","232.0433","286.84","286.84"
"246.142.244.77","246.142.244.244","260","16640","130","8320","130","8320","0.738461000","232.1097","286.76","286.76"
"41.177.26.176","68.157.168.13","282","105671","142","93288","140","12383","0.743642000","151.4320","4928.31","654.18"
"41.177.202.57","210.218.218.164","87","5742","87","5742","0","0","0.773254000","232.7446","197.37","N/A"
"41.177.244.90","244.3.210.254","12","804","6","402","6","402","0.781917000","200.5577","16.04","16.04"
"41.177.75.118","210.218.218.75","119","43518","119","43518","0","0","0.800298000","228.2641","1525.18","N/A"
"41.177.241.61","244.3.41.84","100","49400","50","3363","50","46037","0.822639000","152.8578","176.01","2409.40"
"253.37.253.43","253.213.108.150","53","56481","53","56481","0","0","0.825773000","151.7906","2976.79","N/A"
"244.3.160.254","244.3.202.202","84","15073","42","3456","42","11617","0.826685000","216.9896","127.42","428.30"
"198.123.241.156","244.3.160.239","6417","6143297","4295","5956535","2122","186762","0.827456000","228.3218","208706.63","6543.82"
"41.177.161.164","210.218.218.164","282","18564","282","18564","0","0","0.848236000","231.6161","641.20","N/A"
"41.177.98.220","244.3.220.84","35","5993","17","3707","18","2286","0.863083000","40.9146","724.83","446.98"
"41.177.26.209","41.177.98.31","74","13518","0","0","74","13518","0.864038000","225.0485","N/A","480.54"
"244.3.79.141","244.3.160.239","156","97264","60","7473","96","89791","0.870200000","50.4485","1185.05","14238.83"
"145.95.41.164","210.218.218.164","94","6186","94","6186","0","0","0.880229000","232.0641","213.25","N/A"
"41.177.108.204","210.218.218.164","190","12504","190","12504","0","0","0.880282000","232.3361","430.55","N/A"
"41.177.31.186","210.218.218.164","176","11616","176","11616","0","0","0.903762000","233.3820","398.18","N/A"
"82.242.98.77","244.3.160.239","113","94978","70","88232","43","6746","0.919385000","50.4335","13995.77","1070.08"
"41.177.98.220","41.177.211.151","30","5547","13","3423","17","2124","0.920511000","12.0739","2268.03","1407.33"
"253.37.253.43","253.213.108.188","26","27786","26","27786","0","0","0.925973000","191.7583","1159.21","N/A"
"41.177.241.46","77.139.113.224","278","53549","132","29968","146","23581","0.928159000","233.4865","1026.80","807.96"
"41.177.230.130","244.3.153.239","4","456","0","0","4","456","0.928319000","8.9980","N/A","405.42"
"41.177.161.192","210.218.218.164","258","17028","258","17028","0","0","0.933308000","232.5207","585.86","N/A"
"145.95.48.2","210.218.218.75","246","97884","246","97884","0","0","0.937367000","229.3294","3414.62","N/A"
"41.177.93.210","244.3.41.84","12","5032","6","413","6","4619","0.973624000","150.0268","22.02","246.30"
"41.177.241.46","151.77.15.128","945","222674","473","134745","472","87929","0.997528000","232.3039","4640.30","3028.07"
"244.3.153.0","244.3.202.202","16","2812","8","643","8","2169","0.997845000","40.3496","127.49","430.04"
"41.177.26.15","68.157.168.224","6437","6168428","4304","6006740","2133","161688","1.011149000","231.9935","207134.80","5575.61"
"41.177.117.186","210.218.218.164","172","11352","172","11352","0","0","1.013278000","231.4165","392.44","N/A"
"41.177.202.199","210.218.218.164","95","6252","95","6252","0","0","1.024243000","232.7040","214.93","N/A"
"41.177.3.203","41.177.202.202","54","7852","27","2246","27","5606","1.034029000","226.5585","79.31","197.95"
"41.177.3.203","41.177.230.224","44","19257","23","17452","21","1805","1.036590000","103.1967","1352.91","139.93"
"41.177.117.41","210.218.218.164","285","18762","285","18762","0","0","1.056240000","232.4161","645.81","N/A"
"41.177.98.98","41.177.202.202","206","29292","103","9194","103","20098","1.083321000","227.4049","323.44","707.04"
"41.177.3.224","41.177.202.202","26","4100","13","1120","13","2980","1.083471000","209.4697","42.77","113.81"
"41.177.3.224","41.177.230.224","97","72276","58","69315","39","2961","1.086530000","100.6056","5511.82","235.45"
"41.177.155.41","210.218.218.164","285","18762","285","18762","0","0","1.088242000","233.0602","644.02","N/A"
"41.177.241.46","244.3.77.239","85","8215","43","4097","42","4118","1.089987000","228.6748","143.33","144.06"
